city_a,city_b,air_share,rail_share,has_air,has_rail
Essen,Frankfurt,0.5,0.5,False,False
Essen,Geneva,0.5,0.5,False,False
Essen,Genoa,0.5,0.5,False,False
Essen,Granada,0.5,0.5,False,False
Essen,Hamburg,0.0,1.0,False,True
Essen,Hannover,0.0,1.0,False,True
Essen,Leipzig,0.5,0.5,False,False
Essen,Liege,0.5,0.5,False,False
Essen,Lille,0.5,0.5,False,False
Essen,Lisbon,0.5,0.5,False,False
Essen,London,0.5,0.5,False,False
Essen,Lyon,0.5,0.5,False,False
Essen,Madrid,0.5,0.5,False,False
Essen,Malaga,0.5,0.5,False,False
Essen,Marseille,0.5,0.5,False,False
Essen,Milan,0.5,0.5,False,False
Essen,Munich,0.5,0.5,False,False
Essen,Murcia,0.5,0.5,False,False
Essen,Nantes,0.5,0.5,False,False
Essen,Naples,0.5,0.5,False,False
Essen,Nice,0.5,0.5,False,False
Essen,Nuremberg,0.5,0.5,False,False
Essen,Palermo,0.5,0.5,False,False
Essen,Palma,0.5,0.5,False,False
Essen,Paris,0.5,0.5,False,False
Essen,Porto,0.5,0.5,False,False
Essen,Rome,0.5,0.5,False,False
Essen,Rotterdam,0.5,0.5,False,False
Essen,Seville,0.5,0.5,False,False
Essen,Strasbourg,0.5,0.5,False,False
Essen,Stuttgart,0.5,0.5,False,False
Essen,The Hague,0.5,0.5,False,False
Essen,Toulouse,0.5,0.5,False,False
Essen,Turin,0.5,0.5,False,False
Essen,Utrecht,0.5,0.5,False,False
Essen,Valencia,0.5,0.5,False,False
Essen,Venice,0.5,0.5,False,False
Essen,Vienna,0.5,0.5,False,False
Essen,Zurich,0.5,0.5,False,False
Frankfurt,Geneva,1.0,0.0,True,False
Frankfurt,Genoa,0.5,0.5,False,False
Frankfurt,Granada,0.5,0.5,False,False
Frankfurt,Hamburg,1.0,0.0,True,False
Frankfurt,Hannover,0.0,1.0,False,True
Frankfurt,Leipzig,0.0,1.0,False,True
Frankfurt,Liege,0.5,0.5,False,False
Frankfurt,Lille,0.5,0.5,False,False
Frankfurt,Lisbon,1.0,0.0,True,False
Frankfurt,London,1.0,0.0,True,False
Frankfurt,Lyon,1.0,0.0,True,False
Frankfurt,Madrid,1.0,0.0,True,False
Frankfurt,Malaga,0.5,0.5,False,False
Frankfurt,Marseille,1.0,0.0,True,False
Frankfurt,Milan,1.0,0.0,True,False
Frankfurt,Munich,0.6161081489257857,0.3838918510742143,True,True
Frankfurt,Murcia,0.5,0.5,False,False
Frankfurt,Nantes,0.5,0.5,False,False
Frankfurt,Naples,0.5,0.5,False,False
Frankfurt,Nice,0.5,0.5,False,False
Frankfurt,Nuremberg,0.0,1.0,False,True
Frankfurt,Palermo,1.0,0.0,True,False
Frankfurt,Palma,1.0,0.0,True,False
Frankfurt,Paris,0.6680995946014656,0.3319004053985344,True,True
Frankfurt,Porto,1.0,0.0,True,False
Frankfurt,Rome,1.0,0.0,True,False
Frankfurt,Rotterdam,0.5,0.5,False,False
Frankfurt,Seville,1.0,0.0,True,False
Frankfurt,Strasbourg,0.3605834635416585,0.6394165364583415,True,True
Frankfurt,Stuttgart,0.20407540811204958,0.7959245918879504,True,True
Frankfurt,The Hague,0.5,0.5,False,False
Frankfurt,Toulouse,1.0,0.0,True,False
Frankfurt,Turin,1.0,0.0,True,False
Frankfurt,Utrecht,0.5,0.5,False,False
Frankfurt,Valencia,0.5,0.5,False,False
Frankfurt,Venice,1.0,0.0,True,False
Frankfurt,Vienna,1.0,0.0,True,False
Frankfurt,Zurich,0.7248490558304281,0.27515094416957186,True,True
Geneva,Genoa,0.5,0.5,False,False
Geneva,Granada,0.5,0.5,False,False
Geneva,Hamburg,1.0,0.0,True,False
Geneva,Hannover,0.5,0.5,False,False
Geneva,Leipzig,0.5,0.5,False,False
Geneva,Liege,0.5,0.5,False,False
Geneva,Lille,0.5,0.5,False,False
Geneva,Lisbon,1.0,0.0,True,False
Geneva,London,1.0,0.0,True,False
Geneva,Lyon,0.0,1.0,False,True
Geneva,Madrid,1.0,0.0,True,False
Geneva,Malaga,0.5,0.5,False,False
Geneva,Marseille,1.0,0.0,True,False
Geneva,Milan,0.5436003020005723,0.4563996979994277,True,True
Geneva,Munich,1.0,0.0,True,False
Geneva,Murcia,0.5,0.5,False,False
Geneva,Nantes,0.5,0.5,False,False
Geneva,Naples,0.5,0.5,False,False
Geneva,Nice,0.5,0.5,False,False
Geneva,Nuremberg,0.5,0.5,False,False
Geneva,Palermo,0.5,0.5,False,False
Geneva,Palma,1.0,0.0,True,False
Geneva,Paris,0.427643459385439,0.572356540614561,True,True
Geneva,Porto,1.0,0.0,True,False
Geneva,Rome,1.0,0.0,True,False
Geneva,Rotterdam,1.0,0.0,True,False
Geneva,Seville,1.0,0.0,True,False
Geneva,Strasbourg,1.0,0.0,True,False
Geneva,Stuttgart,1.0,0.0,True,False
Geneva,The Hague,0.5,0.5,False,False
Geneva,Toulouse,1.0,0.0,True,False
Geneva,Turin,1.0,0.0,True,False
Geneva,Utrecht,0.5,0.5,False,False
Geneva,Valencia,0.5,0.5,False,False
Geneva,Venice,1.0,0.0,True,False
Geneva,Vienna,1.0,0.0,True,False
Geneva,Zurich,0.348016818712929,0.651983181287071,True,True
Genoa,Granada,0.5,0.5,False,False
Genoa,Hamburg,0.5,0.5,False,False
Genoa,Hannover,0.5,0.5,False,False
Genoa,Leipzig,0.5,0.5,False,False
Genoa,Liege,0.5,0.5,False,False
Genoa,Lille,0.5,0.5,False,False
Genoa,Lisbon,0.5,0.5,False,False
Genoa,London,0.5,0.5,False,False
Genoa,Lyon,0.5,0.5,False,False
Genoa,Madrid,0.5,0.5,False,False
Genoa,Malaga,0.5,0.5,False,False
Genoa,Marseille,0.5,0.5,False,False
Genoa,Milan,0.0,1.0,False,True
Genoa,Munich,0.5,0.5,False,False
Genoa,Murcia,0.5,0.5,False,False
Genoa,Nantes,0.5,0.5,False,False
Genoa,Naples,0.5,0.5,False,False
Genoa,Nice,0.0,1.0,False,True
Genoa,Nuremberg,0.5,0.5,False,False
Genoa,Palermo,0.5,0.5,False,False
Genoa,Palma,0.5,0.5,False,False
Genoa,Paris,0.5,0.5,False,False
Genoa,Porto,0.5,0.5,False,False
Genoa,Rome,0.0,1.0,False,True
Genoa,Rotterdam,0.5,0.5,False,False
Genoa,Seville,0.5,0.5,False,False
Genoa,Strasbourg,0.5,0.5,False,False
Genoa,Stuttgart,0.5,0.5,False,False
Genoa,The Hague,0.5,0.5,False,False
Genoa,Toulouse,0.5,0.5,False,False
Genoa,Turin,0.0,1.0,False,True
Genoa,Utrecht,0.5,0.5,False,False
Genoa,Valencia,0.5,0.5,False,False
Genoa,Venice,0.5,0.5,False,False
Genoa,Vienna,0.5,0.5,False,False
Genoa,Zurich,0.5,0.5,False,False
Granada,Hamburg,0.5,0.5,False,False
Granada,Hannover,0.5,0.5,False,False
Granada,Leipzig,0.5,0.5,False,False
Granada,Liege,0.5,0.5,False,False
Granada,Lille,0.5,0.5,False,False
Granada,Lisbon,0.5,0.5,False,False
Granada,London,0.5,0.5,False,False
Granada,Lyon,0.5,0.5,False,False
Granada,Madrid,0.0,1.0,False,True
Granada,Malaga,0.5,0.5,False,True
Granada,Marseille,0.5,0.5,False,False
Granada,Milan,0.5,0.5,False,False
Granada,Munich,0.5,0.5,False,False
Granada,Murcia,0.5,0.5,False,False
Granada,Nantes,0.5,0.5,False,False
Granada,Naples,0.5,0.5,False,False
Granada,Nice,0.5,0.5,False,False
Granada,Nuremberg,0.5,0.5,False,False
Granada,Palermo,0.5,0.5,False,False
Granada,Palma,0.5,0.5,False,False
Granada,Paris,0.5,0.5,False,False
Granada,Porto,0.5,0.5,False,False
Granada,Rome,0.5,0.5,False,False
Granada,Rotterdam,0.5,0.5,False,False
Granada,Seville,0.0,1.0,False,True
Granada,Strasbourg,0.5,0.5,False,False
Granada,Stuttgart,0.5,0.5,False,False
Granada,The Hague,0.5,0.5,False,False
Granada,Toulouse,0.5,0.5,False,False
Granada,Turin,0.5,0.5,False,False
Granada,Utrecht,0.5,0.5,False,False
Granada,Valencia,0.5,0.5,False,False
Granada,Venice,0.5,0.5,False,False
Granada,Vienna,0.5,0.5,False,False
Granada,Zurich,0.5,0.5,False,False
Hamburg,Hannover,0.0,1.0,False,True
Hamburg,Leipzig,0.5,0.5,False,False
Hamburg,Liege,0.5,0.5,False,False
Hamburg,Lille,0.5,0.5,False,False
Hamburg,Lisbon,1.0,0.0,True,False
Hamburg,London,1.0,0.0,True,False
Hamburg,Lyon,0.5,0.5,False,False
Hamburg,Madrid,1.0,0.0,True,False
Hamburg,Malaga,0.5,0.5,False,False
Hamburg,Marseille,0.5,0.5,False,False
Hamburg,Milan,1.0,0.0,True,False
Hamburg,Munich,0.42388791271908616,0.5761120872809138,True,True
Hamburg,Murcia,0.5,0.5,False,False
Hamburg,Nantes,0.5,0.5,False,False
Hamburg,Naples,0.5,0.5,False,False
Hamburg,Nice,0.5,0.5,False,False
Hamburg,Nuremberg,0.0,1.0,False,True
Hamburg,Palermo,0.5,0.5,False,False
Hamburg,Palma,1.0,0.0,True,False
Hamburg,Paris,1.0,0.0,True,False
Hamburg,Porto,1.0,0.0,True,False
Hamburg,Rome,1.0,0.0,True,False
Hamburg,Rotterdam,1.0,0.0,True,False
Hamburg,Seville,0.5,0.5,False,False
Hamburg,Strasbourg,1.0,0.0,True,False
Hamburg,Stuttgart,1.0,0.0,True,False
Hamburg,The Hague,0.5,0.5,False,False
Hamburg,Toulouse,0.5,0.5,False,False
Hamburg,Turin,0.5,0.5,False,False
Hamburg,Utrecht,0.0,1.0,False,True
Hamburg,Valencia,0.5,0.5,False,False
Hamburg,Venice,1.0,0.0,True,False
Hamburg,Vienna,1.0,0.0,True,False
Hamburg,Zurich,0.5255686200080248,0.47443137999197516,True,True
Hannover,Leipzig,0.0,1.0,False,True
Hannover,Liege,0.5,0.5,False,False
Hannover,Lille,0.5,0.5,False,False
Hannover,Lisbon,0.5,0.5,False,False
Hannover,London,0.5,0.5,False,False
Hannover,Lyon,0.5,0.5,False,False
Hannover,Madrid,0.5,0.5,False,False
Hannover,Malaga,0.5,0.5,False,False
Hannover,Marseille,0.5,0.5,False,False
Hannover,Milan,0.5,0.5,False,False
Hannover,Munich,0.0,1.0,False,True
Hannover,Murcia,0.5,0.5,False,False
Hannover,Nantes,0.5,0.5,False,False
Hannover,Naples,0.5,0.5,False,False
Hannover,Nice,0.5,0.5,False,False
Hannover,Nuremberg,0.0,1.0,False,True
Hannover,Palermo,0.5,0.5,False,False
Hannover,Palma,0.5,0.5,False,False
Hannover,Paris,0.5,0.5,False,False
Hannover,Porto,0.5,0.5,False,False
Hannover,Rome,0.5,0.5,False,False
Hannover,Rotterdam,0.5,0.5,False,False
Hannover,Seville,0.5,0.5,False,False
Hannover,Strasbourg,0.0,1.0,False,True
Hannover,Stuttgart,0.5,0.5,False,False
Hannover,The Hague,0.5,0.5,False,False
Hannover,Toulouse,0.5,0.5,False,False
Hannover,Turin,0.5,0.5,False,False
Hannover,Utrecht,0.0,1.0,False,True
Hannover,Valencia,0.5,0.5,False,False
Hannover,Venice,0.5,0.5,False,False
Hannover,Vienna,0.5,0.5,False,False
Hannover,Zurich,0.0,1.0,False,True
Leipzig,Liege,0.5,0.5,False,False
Leipzig,Lille,0.5,0.5,False,False
Leipzig,Lisbon,0.5,0.5,False,False
Leipzig,London,0.5,0.5,False,False
Leipzig,Lyon,0.5,0.5,False,False
Leipzig,Madrid,0.5,0.5,False,False
Leipzig,Malaga,0.5,0.5,False,False
Leipzig,Marseille,0.5,0.5,False,False
Leipzig,Milan,0.5,0.5,False,False
Leipzig,Munich,0.0,1.0,False,True
Leipzig,Murcia,0.5,0.5,False,False
Leipzig,Nantes,0.5,0.5,False,False
Leipzig,Naples,0.5,0.5,False,False
Leipzig,Nice,0.5,0.5,False,False
Leipzig,Nuremberg,0.0,1.0,False,True
Leipzig,Palermo,0.5,0.5,False,False
Leipzig,Palma,0.5,0.5,False,False
Leipzig,Paris,0.5,0.5,False,False
Leipzig,Porto,0.5,0.5,False,False
Leipzig,Rome,0.5,0.5,False,False
Leipzig,Rotterdam,0.5,0.5,False,False
Leipzig,Seville,0.5,0.5,False,False
Leipzig,Strasbourg,0.0,1.0,False,True
Leipzig,Stuttgart,0.5,0.5,False,False
Leipzig,The Hague,0.5,0.5,False,False
Leipzig,Toulouse,0.5,0.5,False,False
Leipzig,Turin,0.5,0.5,False,False
Leipzig,Utrecht,0.5,0.5,False,False
Leipzig,Valencia,0.5,0.5,False,False
Leipzig,Venice,0.5,0.5,False,False
Leipzig,Vienna,0.5,0.5,False,False
Leipzig,Zurich,0.0,1.0,False,True
Liege,Lille,0.5,0.5,False,False
Liege,Lisbon,0.5,0.5,False,False
Liege,London,0.5,0.5,False,False
Liege,Lyon,0.5,0.5,False,False
Liege,Madrid,0.5,0.5,False,False
Liege,Malaga,0.5,0.5,False,False
Liege,Marseille,0.5,0.5,False,False
Liege,Milan,0.5,0.5,False,False
Liege,Munich,0.5,0.5,False,False
Liege,Murcia,0.5,0.5,False,False
Liege,Nantes,0.5,0.5,False,False
Liege,Naples,0.5,0.5,False,False
Liege,Nice,0.5,0.5,False,False
Liege,Nuremberg,0.5,0.5,False,False
Liege,Palermo,0.5,0.5,False,False
Liege,Palma,0.5,0.5,False,False
Liege,Paris,0.5,0.5,False,False
Liege,Porto,0.5,0.5,False,False
Liege,Rome,0.5,0.5,False,False
Liege,Rotterdam,0.5,0.5,False,False
Liege,Seville,0.5,0.5,False,False
Liege,Strasbourg,0.5,0.5,False,False
Liege,Stuttgart,0.5,0.5,False,False
Liege,The Hague,0.5,0.5,False,False
Liege,Toulouse,0.5,0.5,False,False
Liege,Turin,0.5,0.5,False,False
Liege,Utrecht,0.0,1.0,False,True
Liege,Valencia,0.5,0.5,False,False
Liege,Venice,0.5,0.5,False,False
Liege,Vienna,0.5,0.5,False,False
Liege,Zurich,0.5,0.5,False,False
Lille,Lisbon,0.5,0.5,False,False
Lille,London,0.0,1.0,False,True
Lille,Lyon,0.5,0.5,False,False
Lille,Madrid,0.5,0.5,False,False
Lille,Malaga,0.5,0.5,False,False
Lille,Marseille,0.5,0.5,False,False
Lille,Milan,0.5,0.5,False,False
Lille,Munich,0.5,0.5,False,False
Lille,Murcia,0.5,0.5,False,False
Lille,Nantes,0.5,0.5,False,False
Lille,Naples,0.5,0.5,False,False
Lille,Nice,0.5,0.5,False,False
Lille,Nuremberg,0.5,0.5,False,False
Lille,Palermo,0.5,0.5,False,False
Lille,Palma,0.5,0.5,False,False
Lille,Paris,0.0,1.0,False,True
Lille,Porto,0.5,0.5,False,False
Lille,Rome,0.5,0.5,False,False
Lille,Rotterdam,0.5,0.5,False,False
Lille,Seville,0.5,0.5,False,False
Lille,Strasbourg,0.5,0.5,False,False
Lille,Stuttgart,0.5,0.5,False,False
Lille,The Hague,0.5,0.5,False,False
Lille,Toulouse,0.5,0.5,False,False
Lille,Turin,0.5,0.5,False,False
Lille,Utrecht,0.5,0.5,False,False
Lille,Valencia,0.5,0.5,False,False
Lille,Venice,0.5,0.5,False,False
Lille,Vienna,0.5,0.5,False,False
Lille,Zurich,0.5,0.5,False,False
Lisbon,London,1.0,0.0,True,False
Lisbon,Lyon,1.0,0.0,True,False
Lisbon,Madrid,1.0,0.0,True,False
Lisbon,Malaga,0.5,0.5,False,False
Lisbon,Marseille,1.0,0.0,True,False
Lisbon,Milan,1.0,0.0,True,False
Lisbon,Munich,1.0,0.0,True,False
Lisbon,Murcia,0.5,0.5,False,False
Lisbon,Nantes,0.5,0.5,False,False
Lisbon,Naples,0.5,0.5,False,False
Lisbon,Nice,0.5,0.5,False,False
Lisbon,Nuremberg,0.5,0.5,False,False
Lisbon,Palermo,0.5,0.5,False,False
Lisbon,Palma,1.0,0.0,True,False
Lisbon,Paris,1.0,0.0,True,False
Lisbon,Porto,0.32115030665933014,0.6788496933406698,True,True
Lisbon,Rome,1.0,0.0,True,False
Lisbon,Rotterdam,1.0,0.0,True,False
Lisbon,Seville,1.0,0.0,True,False
Lisbon,Strasbourg,1.0,0.0,True,False
Lisbon,Stuttgart,1.0,0.0,True,False
Lisbon,The Hague,0.5,0.5,False,False
Lisbon,Toulouse,1.0,0.0,True,False
Lisbon,Turin,0.5,0.5,False,False
Lisbon,Utrecht,0.5,0.5,False,False
Lisbon,Valencia,0.5,0.5,False,False
Lisbon,Venice,1.0,0.0,True,False
Lisbon,Vienna,1.0,0.0,True,False
Lisbon,Zurich,1.0,0.0,True,False
London,Lyon,1.0,0.0,True,False
London,Madrid,1.0,0.0,True,False
London,Malaga,0.5,0.5,False,False
London,Marseille,1.0,0.0,True,False
London,Milan,1.0,0.0,True,False
London,Munich,1.0,0.0,True,False
London,Murcia,0.5,0.5,False,False
London,Nantes,0.5,0.5,False,False
London,Naples,1.0,0.0,True,False
London,Nice,0.5,0.5,False,False
London,Nuremberg,0.5,0.5,False,False
London,Palermo,1.0,0.0,True,False
London,Palma,1.0,0.0,True,False
London,Paris,0.8241076069784072,0.17589239302159276,True,True
London,Porto,1.0,0.0,True,False
London,Rome,1.0,0.0,True,False
London,Rotterdam,1.0,0.0,True,False
London,Seville,1.0,0.0,True,False
London,Strasbourg,1.0,0.0,True,False
London,Stuttgart,1.0,0.0,True,False
London,The Hague,0.5,0.5,False,False
London,Toulouse,1.0,0.0,True,False
London,Turin,1.0,0.0,True,False
London,Utrecht,0.5,0.5,False,False
London,Valencia,0.5,0.5,False,False
London,Venice,1.0,0.0,True,False
London,Vienna,1.0,0.0,True,False
London,Zurich,1.0,0.0,True,False
Lyon,Madrid,1.0,0.0,True,False
Lyon,Malaga,0.5,0.5,False,False
Lyon,Marseille,0.020280057082403137,0.9797199429175969,True,True
Lyon,Milan,1.0,0.0,True,False
Lyon,Munich,1.0,0.0,True,False
Lyon,Murcia,0.5,0.5,False,False
Lyon,Nantes,0.0,1.0,False,True
Lyon,Naples,0.5,0.5,False,False
Lyon,Nice,0.5,0.5,False,False
Lyon,Nuremberg,0.5,0.5,False,False
Lyon,Palermo,0.5,0.5,False,False
Lyon,Palma,1.0,0.0,True,False
Lyon,Paris,0.07026105094286038,0.9297389490571396,True,True
Lyon,Porto,1.0,0.0,True,False
Lyon,Rome,1.0,0.0,True,False
Lyon,Rotterdam,0.5,0.5,False,False
Lyon,Seville,1.0,0.0,True,False
Lyon,Strasbourg,0.026523967486013465,0.9734760325139865,True,True
Lyon,Stuttgart,0.5,0.5,False,False
Lyon,The Hague,0.5,0.5,False,False
Lyon,Toulouse,0.0384308931685886,0.9615691068314114,True,True
Lyon,Turin,0.0,1.0,False,True
Lyon,Utrecht,0.5,0.5,False,False
Lyon,Valencia,0.5,0.5,False,False
Lyon,Venice,1.0,0.0,True,False
Lyon,Vienna,1.0,0.0,True,False
Lyon,Zurich,0.5,0.5,False,False
Madrid,Malaga,0.5,0.5,False,True
Madrid,Marseille,1.0,0.0,True,False
Madrid,Milan,1.0,0.0,True,False
Madrid,Munich,1.0,0.0,True,False
Madrid,Murcia,0.0,1.0,False,True
Madrid,Nantes,0.5,0.5,False,False
Madrid,Naples,0.5,0.5,False,False
Madrid,Nice,0.5,0.5,False,False
Madrid,Nuremberg,0.5,0.5,False,False
Madrid,Palermo,1.0,0.0,True,False
Madrid,Palma,1.0,0.0,True,False
Madrid,Paris,1.0,0.0,True,False
Madrid,Porto,0.5635511115512093,0.4364488884487907,True,True
Madrid,Rome,1.0,0.0,True,False
Madrid,Rotterdam,0.5,0.5,False,False
Madrid,Seville,0.25617270002622144,0.7438272999737785,True,True
Madrid,Strasbourg,1.0,0.0,True,False
Madrid,Stuttgart,1.0,0.0,True,False
Madrid,The Hague,0.5,0.5,False,False
Madrid,Toulouse,1.0,0.0,True,False
Madrid,Turin,1.0,0.0,True,False
Madrid,Utrecht,0.5,0.5,False,False
Madrid,Valencia,0.0,1.0,False,True
Madrid,Venice,1.0,0.0,True,False
Madrid,Vienna,1.0,0.0,True,False
Madrid,Zurich,1.0,0.0,True,False
Malaga,Marseille,0.5,0.5,False,False
Malaga,Milan,0.5,0.5,False,False
Malaga,Munich,0.5,0.5,False,False
Malaga,Murcia,0.5,0.5,False,False
Malaga,Nantes,0.5,0.5,False,False
Malaga,Naples,0.5,0.5,False,False
Malaga,Nice,0.5,0.5,False,False
Malaga,Nuremberg,0.5,0.5,False,False
Malaga,Palermo,0.5,0.5,False,False
Malaga,Palma,0.5,0.5,False,False
Malaga,Paris,0.5,0.5,False,False
Malaga,Porto,0.5,0.5,False,False
Malaga,Rome,0.5,0.5,False,False
Malaga,Rotterdam,0.5,0.5,False,False
Malaga,Seville,0.5,0.5,False,True
Malaga,Strasbourg,0.5,0.5,False,False
Malaga,Stuttgart,0.5,0.5,False,False
Malaga,The Hague,0.5,0.5,False,False
Malaga,Toulouse,0.5,0.5,False,False
Malaga,Turin,0.5,0.5,False,False
Malaga,Utrecht,0.5,0.5,False,False
Malaga,Valencia,0.5,0.5,False,False
Malaga,Venice,0.5,0.5,False,False
Malaga,Vienna,0.5,0.5,False,False
Malaga,Zurich,0.5,0.5,False,False
Marseille,Milan,1.0,0.0,True,False
Marseille,Munich,1.0,0.0,True,False
Marseille,Murcia,0.5,0.5,False,False
Marseille,Nantes,0.5,0.5,False,False
Marseille,Naples,0.5,0.5,False,False
Marseille,Nice,0.0,1.0,False,True
Marseille,Nuremberg,0.5,0.5,False,False
Marseille,Palermo,1.0,0.0,True,False
Marseille,Palma,1.0,0.0,True,False
Marseille,Paris,0.1554194312895011,0.8445805687104989,True,True
Marseille,Porto,1.0,0.0,True,False
Marseille,Rome,1.0,0.0,True,False
Marseille,Rotterdam,0.5,0.5,False,False
Marseille,Seville,1.0,0.0,True,False
Marseille,Strasbourg,1.0,0.0,True,False
Marseille,Stuttgart,0.5,0.5,False,False
Marseille,The Hague,0.5,0.5,False,False
Marseille,Toulouse,0.08983496372520777,0.9101650362747922,True,True
Marseille,Turin,0.5,0.5,False,False
Marseille,Utrecht,0.5,0.5,False,False
Marseille,Valencia,0.5,0.5,False,False
Marseille,Venice,1.0,0.0,True,False
Marseille,Vienna,1.0,0.0,True,False
Marseille,Zurich,1.0,0.0,True,False
Milan,Munich,1.0,0.0,True,False
Milan,Murcia,0.5,0.5,False,False
Milan,Nantes,0.5,0.5,False,False
Milan,Naples,0.015678526965180795,0.9843214730348192,True,True
Milan,Nice,0.5,0.5,False,False
Milan,Nuremberg,0.5,0.5,False,False
Milan,Palermo,1.0,0.0,True,False
Milan,Palma,1.0,0.0,True,False
Milan,Paris,1.0,0.0,True,False
Milan,Porto,1.0,0.0,True,False
Milan,Rome,0.5459765618923733,0.4540234381076267,True,True
Milan,Rotterdam,1.0,0.0,True,False
Milan,Seville,1.0,0.0,True,False
Milan,Strasbourg,1.0,0.0,True,False
Milan,Stuttgart,1.0,0.0,True,False
Milan,The Hague,0.5,0.5,False,False
Milan,Toulouse,1.0,0.0,True,False
Milan,Turin,0.0827012300905313,0.9172987699094687,True,True
Milan,Utrecht,0.5,0.5,False,False
Milan,Valencia,0.5,0.5,False,False
Milan,Venice,0.23725135495947072,0.7627486450405293,True,True
Milan,Vienna,1.0,0.0,True,False
Milan,Zurich,0.5483290963666729,0.45167090363332707,True,True
Munich,Murcia,0.5,0.5,False,False
Munich,Nantes,0.5,0.5,False,False
Munich,Naples,0.5,0.5,False,False
Munich,Nice,0.5,0.5,False,False
Munich,Nuremberg,0.0,1.0,False,True
Munich,Palermo,1.0,0.0,True,False
Munich,Palma,1.0,0.0,True,False
Munich,Paris,1.0,0.0,True,False
Munich,Porto,1.0,0.0,True,False
Munich,Rome,1.0,0.0,True,False
Munich,Rotterdam,0.5,0.5,False,False
Munich,Seville,1.0,0.0,True,False
Munich,Strasbourg,1.0,0.0,True,False
Munich,Stuttgart,0.1555188041823204,0.8444811958176797,True,True
Munich,The Hague,0.5,0.5,False,False
Munich,Toulouse,1.0,0.0,True,False
Munich,Turin,1.0,0.0,True,False
Munich,Utrecht,0.5,0.5,False,False
Munich,Valencia,0.5,0.5,False,False
Munich,Venice,0.48291588546856584,0.5170841145314342,True,True
Munich,Vienna,0.6543852055739138,0.3456147944260862,True,True
Munich,Zurich,1.0,0.0,True,False
Murcia,Nantes,0.5,0.5,False,False
Murcia,Naples,0.5,0.5,False,False
Murcia,Nice,0.5,0.5,False,False
Murcia,Nuremberg,0.5,0.5,False,False
Murcia,Palermo,0.5,0.5,False,False
Murcia,Palma,0.5,0.5,False,False
Murcia,Paris,0.5,0.5,False,False
Murcia,Porto,0.5,0.5,False,False
Murcia,Rome,0.5,0.5,False,False
Murcia,Rotterdam,0.5,0.5,False,False
Murcia,Seville,0.5,0.5,False,False
Murcia,Strasbourg,0.5,0.5,False,False
Murcia,Stuttgart,0.5,0.5,False,False
Murcia,The Hague,0.5,0.5,False,False
Murcia,Toulouse,0.5,0.5,False,False
Murcia,Turin,0.5,0.5,False,False
Murcia,Utrecht,0.5,0.5,False,False
Murcia,Valencia,0.0,1.0,False,True
Murcia,Venice,0.5,0.5,False,False
Murcia,Vienna,0.5,0.5,False,False
Murcia,Zurich,0.5,0.5,False,False
Nantes,Naples,0.5,0.5,False,False
Nantes,Nice,0.5,0.5,False,False
Nantes,Nuremberg,0.5,0.5,False,False
Nantes,Palermo,0.5,0.5,False,False
Nantes,Palma,0.5,0.5,False,False
Nantes,Paris,0.0,1.0,False,True
Nantes,Porto,0.5,0.5,False,False
Nantes,Rome,0.5,0.5,False,False
Nantes,Rotterdam,0.5,0.5,False,False
Nantes,Seville,0.5,0.5,False,False
Nantes,Strasbourg,0.0,1.0,False,True
Nantes,Stuttgart,0.5,0.5,False,False
Nantes,The Hague,0.5,0.5,False,False
Nantes,Toulouse,0.5,0.5,False,False
Nantes,Turin,0.5,0.5,False,False
Nantes,Utrecht,0.5,0.5,False,False
Nantes,Valencia,0.5,0.5,False,False
Nantes,Venice,0.5,0.5,False,False
Nantes,Vienna,0.5,0.5,False,False
Nantes,Zurich,0.5,0.5,False,False
Naples,Nice,0.5,0.5,False,False
Naples,Nuremberg,0.5,0.5,False,False
Naples,Palermo,0.0,1.0,False,True
Naples,Palma,0.5,0.5,False,False
Naples,Paris,1.0,0.0,True,False
Naples,Porto,0.5,0.5,False,False
Naples,Rome,0.0,1.0,False,True
Naples,Rotterdam,0.5,0.5,False,False
Naples,Seville,0.5,0.5,False,False
Naples,Strasbourg,0.5,0.5,False,False
Naples,Stuttgart,0.5,0.5,False,False
Naples,The Hague,0.5,0.5,False,False
Naples,Toulouse,0.5,0.5,False,False
Naples,Turin,0.5,0.5,False,False
Naples,Utrecht,0.5,0.5,False,False
Naples,Valencia,0.5,0.5,False,False
Naples,Venice,0.5,0.5,False,False
Naples,Vienna,0.5,0.5,False,False
Naples,Zurich,0.5,0.5,False,False
Nice,Nuremberg,0.5,0.5,False,False
Nice,Palermo,0.5,0.5,False,False
Nice,Palma,0.5,0.5,False,False
Nice,Paris,0.0,1.0,False,True
Nice,Porto,0.5,0.5,False,False
Nice,Rome,0.5,0.5,False,False
Nice,Rotterdam,0.5,0.5,False,False
Nice,Seville,0.5,0.5,False,False
Nice,Strasbourg,0.5,0.5,False,False
Nice,Stuttgart,0.5,0.5,False,False
Nice,The Hague,0.5,0.5,False,False
Nice,Toulouse,0.5,0.5,False,False
Nice,Turin,0.5,0.5,False,False
Nice,Utrecht,0.5,0.5,False,False
Nice,Valencia,0.5,0.5,False,False
Nice,Venice,0.5,0.5,False,False
Nice,Vienna,0.5,0.5,False,False
Nice,Zurich,0.5,0.5,False,False
Nuremberg,Palermo,0.5,0.5,False,False
Nuremberg,Palma,0.5,0.5,False,False
Nuremberg,Paris,0.5,0.5,False,False
